ID,County,Value chain,Value chain stage,Key activities,Who is involved,Input supply (key activities importance),Input supply (key activities location in the country)
401,Homabay,Beans,Input supply,Pesticides,"agrovets and farmers,extension providers",to achieve pest and diseases control for high output,"market centres, on farm"
402,Homabay,Maize,Input supply,Labour,"farmers,MoA,NGOs",this is important in the land preparation and all the activities involved in the production of the value chain,on farm
403,Homabay,Aquaculture (fish),Input supply,fishing nets,"manufacturers,traders,fishermen,government and researchers and BMUs",it is important in harvesting fish,in all eight sub counties
404,Homabay,Local poultry,Input supply,vaccines,veterinary and agrovets,for diseases prevention,all over the county
405,West Pokot,Maize,Input supply,fertiliser/manure,"NCPB,Stockists-SONDANY,KATUGH,PAVES","increase productivity, increase soil fertility","Makutano,cheptuiya,kanyarkwat, kacheliba,cheparenia,ortum,sigor,tamkali,chesta and households with animals"
406,West Pokot,Goats,Input supply,Vet services,"Government,MoALF, private consultants","Help in improving production-milk, help in reducing pests and idseases, help in diversifying breeds","North pokot,Central pokot, West pokot, South pokot"
407,West Pokot,Cattle (milk),Input supply,Disease control,"CDVS, private practioners,agrovets",For healthy herd and productivity,"Kapenguria,Lelan,Tapach"
408,West Pokot,Bulb onions,Input supply,Pesticides,"Bayer,amiran,coopers,green life",Crop protection-diseases and pest control,"Kapenguria,ortum,herbalists(local)"
409,Kwale,Local Poultry (meat),Input supply,Capital,"Financial institutions,household heads,CBOs,cooperatives","Provision of finance,project sustainability","Financial institutions e.g banks, merry go rounds,table banking,devolving funds(women,youth funds)"
410,Kwale,Maize,Input supply,Fertiliser,"Farmer,supplier,county government,extension services,information",Increased productivity,In every ward a cereal board Kwale
411,Kwale,Goat (meat),Input supply,Labour,Family memers/hired labor,To ensure that the goats are well fed and kept healthy,The whole county(mainly in kinango sub county)
412,Kwale,Cowpeas,Input supply,Labour,Family labour,"Not labour intensive, supress weeds(cover crops)",Countywide
413,Tana River,Mango,Input supply,Extension,"GoK,Ministry,NGOs, Technoserve",Information and Technology transfer,"On Farm and off farm-demos,exhibitions and trade fares, field days(locational, sub county,county)"
414,Tana River,Maize,Input supply,Extension advice,"MoA,Catholic Diocese of Kenya, KARLO","Technical advise to the farmers mainly on production, marketing,storage, value addition","All the farming areas in the county, business men"
415,Tana River,Green grams,Input supply,Extension services,"MoA,GAA, SP(samaritans purse)",Very important since most of the farmers lack farming skills and knowledge.,"Entire county, parts of the county (GAA,SP)"
416,Tana River,Goat (meat),Input supply,Capital,"County government, national government(WDMA) resilience, AFC, NGOs, insurance, commercial banks",Provision of investment money,
417,Kilifi,Poultry,Input supply,Housing and bio security,Farmers,"For security from predators and thieves, disease control,improved management",At farm level
418,Kilifi,Dairy cow/ goat,Input supply,Extension,"Government, private service providers,NGOs/farmer groups","Improves production/income, capacity building",Local media
419,Kilifi,Cassava,Input supply,Pesticides,"Agrovets,county government",Tackle diseases and pests,Within county
420,Kilifi,African Bird eye chilli,Input supply,Chemicals,"Agrodealers-the farmers buy from equator kenya,the farmers but form the nearest agro dealers","To eradicate all the plant pests and diseases again for good production,henec good production for better income.","Sygenta and Amiran with stockists at equator kenya limited Malindi, Agrodealers-osho chenicals and Bayer crop science"
421,Baringo,Dairy cow,Input supply,AI,Private actors,Better grades and high production of milk,Across the county
422,Baringo,Maize,Input supply,Agriculture training,"Kenya seed, MoALF, KEPHIS, Farmers, NIB",Ensures good quality and standards are deserved,"Marigat, Countywide"
423,Baringo,Goat (meat),Input supply,Extension services,Livestock production officers (extension staff),"Proper husbandry, Emerging technologies, Breed/breeding, Marketing linkages","Baringo North, Central and South, Mogotio, Tiaty, Eldama ravine"
424,Baringo,Indigenous chicken,Input supply,Procurement and stocking of quality chicks,"The farmers, butcheries, extension officers, vets",To ensure high survival rate. Ensure high production,Countywide: group and household level
425,Bomet,Banana,Input supply,Labour,"Farmers, extension/technical staff",Proper spacing and planting of the crop to ensure good establishment,Farm level at all parts of the county
426,Bomet,Irish Potatoes,Input supply,Capital (acquisition of credit),"Farmer, Financial institutions",To facilitate production,"Readily available in Bomet town, Sotik, Mogogosiek, Silibwet, Siongiroi"
427,Bomet,Local chicken,Input supply,Supply of chicks,"Farmers, local breeders",Supply of quality chicks,"Whole county at farm level, Sotik sub county"
428,Bomet,Sweet potatoes,Input supply,Organic fertilizers,Farmers,To provide planting inputs,At farm level
429,Elgeyo Marakwet,Irish Potatoes,Input supply,Pesticides acquisition,suppliers-large and small scale,"to control pests and diseases for disease crop,to meet market requirements,for quality production,for improved production","Agrovets,Agro chemical Companies, Government agencies"
430,Elgeyo Marakwet,Local chicken,Input supply,Acquisition of poultry feeds,"Service providers, Agrovets, Farmers, Processors",Primary input for growth and development,Major towns and centres
431,Elgeyo Marakwet,Cattle (milk),Input supply,AI services,"Suppliers, Farmers, Processors, Wholesalers/retailers (Locals)",Improves the quality of animals and increases milk production,Ward level
432,Isiolo,Local chicken,Input supply,Housing,"Farmers are involved (large scale), service providers (artisan and extension)- small scale, suppliers(hardware- medium scale",The activity is important in security and disease control,The activity is located in every ward but in small scale due to inadequate technical personnel
433,Isiolo,Green grams,Input supply,seeds and planting material procurement,"Extension service, agro dealers, farmers",The activity is important in planting,The activity is located in every ward
434,Isiolo,Goat (meat),Input supply,Veterinary services,"Veterinary officers, private and County government,  farmers, processors, retailers",The activity is important in disease control,"The activity is located near Isiolo town, Garbatullah, Sericho, Oldonyiro, Merti"
435,Isiolo,Camel (milk),Input supply,Labour,"Veterinary officers, private and County government,  farmers, processors, retailers",The activity is important in enhancing milk production,In every ward
436,Kajiado,Cattle (milk),Input supply,Provision of extension services,"Service providers, suppliers and farmers","Technology transfer, Linkage with other service providers",Country wide
437,Kajiado,Cattle (meat),Input supply,Farmer training,"Service providers, suppliers and farmers",It provides the required skills to the farmers,The whole county
438,Kajiado,Tomatoes,Input supply,Fertilizer and pesticides provision,"Service providers, suppliers",Availabilty of farm inputs to support production (quality and quantity),"NCPB and stockists in small twons- Loitokitok, Kajiado, Rongai, Kiserian, Namanga, Ngong, Kitengera, Isinya"
439,Kajiado,Goat (meat),Input supply,Breeding,"Service providers, suppliers and farmers",To establish adaptive and resilient breeds for sustainability. For proper planning on when to breed depending on climatic conditions. Improve on production and productivity.,Across Kajiado County
440,Kakamega,Local vegetables,Input supply,Water,"Rainfed, irrigation",Facilitates growth,"Prespetation, Rivers, Dams, Wells. Borewells"
441,Kakamega,Maize,Input supply,Procurement of labour,"The farmer, agro dealers",Skilled and unskilled labour useful in optiml resource utilization,From the local market/ trading centres
442,Kakamega,Dairy cow,Input supply,Provision of Vet services,Vet services from both private and government institutions,Promotes improves animal health,"Kakamega county offices, KALRO Kakamega, Privte providers in Kakamega county"
443,Kakamega,Local chicken,Input supply,Infrastructure establishment,"Farmers, Extension officers/service providers, Artisan, electricians",To provide shelter that meets poultry standards and environmental standards,Farmers farm (household level)
444,Kericho,Local vegetables,Input supply,Labor acquisition,"Service providers, suppliers and farmers",Factor of production,"HH levels, throughout the county"
445,Kericho,Local chicken,Input supply,Extension advice,"Service providers, suppliers and farmers",dissemination of technical knowledge,throughout the county(all subcounties and wards
446,Kericho,Banana,Input supply,tools and equipment,"Service providers, suppliers, farmers, processors, wholesalers/retailers",for efficiency(to make work easier),Jua kali town and market centres
447,Kericho,Tea,Input supply,Labour,"Farmers and casual laborers(youth, women)","Raising in nursery, watering and planting is labor intensive.",at farm level in the county
448,Kisumu,Cassava,Input supply,Breeding,Service providers and suppliers-KALRO,clean seeds(certified seeds),
